ggml_cuda_init: GGML_CUDA_FORCE_MMQ:    no
ggml_cuda_init: GGML_CUDA_FORCE_CUBLAS: no
ggml_cuda_init: found 8 CUDA devices:
  Device 0: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 1: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 2: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 3: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 4: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 5: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 6: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 7: NVIDIA L40S, compute capability 8.9, VMM: yes

Computing statistics for /shared/user68/workspace/bobchenyx/llama.cpp/imatrix.gguf (384 tensors)

 Layer	       Tensor	          Σ(Act²)	  Min	            Max	           μ	   σ	 % Active	N	   Entropy	E (norm)	ZD	  CosSim
   29	ffn_up_exps         	  96695.91	  0.0171	  1446.4086	  0.37	  3.24	  100.00%	262144	   17.1115	 95.06%	      0.42%	  0.2793
   28	ffn_up_exps         	  94298.80	  0.0114	   461.3185	  0.36	  1.96	  100.00%	262144	   17.1955	 95.53%	      0.61%	  0.2765
   27	ffn_up_exps         	  91510.54	  0.0033	  3955.8840	  0.35	  7.92	  100.00%	262144	   16.8306	 93.50%	      0.15%	  0.1493
   26	ffn_up_exps         	  82611.79	  0.0028	  4193.7729	  0.32	  8.29	  100.00%	262144	   16.7269	 92.93%	      0.13%	  0.1645
   25	ffn_up_exps         	  82425.25	  0.0317	   785.7155	  0.31	  2.07	  100.00%	262144	   17.2612	 95.90%	      0.55%	  0.1985
   23	ffn_up_exps         	  79343.94	  0.0337	  1970.2003	  0.30	  4.03	  100.00%	262144	   17.1942	 95.52%	      0.25%	  0.1132
   18	ffn_up_exps         	  78648.53	  0.0189	  1202.4574	  0.30	  2.53	  100.00%	262144	   17.3147	 96.19%	      0.42%	  0.2592
   24	ffn_up_exps         	  78108.90	  0.0544	   227.9292	  0.30	  1.05	  100.00%	262144	   17.4593	 97.00%	      0.80%	  0.2689
   19	ffn_up_exps         	  75288.27	  0.0071	   300.8969	  0.29	  1.06	  100.00%	262144	   17.4626	 97.01%	      0.76%	  0.1142
   22	ffn_up_exps         	  75268.27	  0.0154	  2771.1147	  0.29	  5.77	  100.00%	262144	   16.9414	 94.12%	      0.15%	  0.3180
   20	ffn_up_exps         	  72087.69	  0.0083	   301.6534	  0.27	  1.17	  100.00%	262144	   17.4643	 97.02%	      0.65%	  0.1589
   21	ffn_up_exps         	  68768.20	  0.0103	   464.8086	  0.26	  1.39	  100.00%	262144	   17.4678	 97.04%	      0.51%	  0.1569
   17	ffn_up_exps         	  60833.90	  0.0045	   939.7567	  0.23	  2.77	  100.00%	262144	   17.1361	 95.20%	      0.27%	  0.2679
   16	ffn_up_exps         	  60166.82	  0.0041	   730.3182	  0.23	  1.83	  100.00%	262144	   17.2803	 96.00%	      0.38%	  0.2675
   15	ffn_up_exps         	  57522.39	  0.0024	  2026.9430	  0.22	  4.00	  100.00%	262144	   17.1058	 95.03%	      0.18%	  0.1409
   14	ffn_up_exps         	  51648.09	  0.0089	   301.2433	  0.20	  0.97	  100.00%	262144	   17.3754	 96.53%	      0.61%	  0.1690
   13	ffn_up_exps         	  51133.62	  0.0103	   506.1732	  0.20	  1.19	  100.00%	262144	   17.2472	 95.82%	      0.60%	  0.2216
   11	ffn_up_exps         	  47314.72	  0.0048	  2120.3813	  0.18	  5.93	  100.00%	262144	   16.3055	 90.59%	      0.07%	  0.1370
   12	ffn_up_exps         	  45207.11	  0.0091	   271.8222	  0.17	  0.84	  100.00%	262144	   17.3566	 96.43%	      0.63%	  0.2070
    2	ffn_up_exps         	  43614.85	  0.0001	 17438.3613	  0.17	 34.69	  100.00%	262144	    9.2456	 51.36%	      0.00%	  0.0367
    9	ffn_up_exps         	  42399.01	  0.0021	   590.2263	  0.16	  1.61	  100.00%	262144	   17.2122	 95.62%	      0.33%	  0.1762
   10	ffn_up_exps         	  42028.58	  0.0027	  1224.0031	  0.16	  2.45	  100.00%	262144	   17.1139	 95.08%	      0.23%	  0.3414
    8	ffn_up_exps         	  41653.07	  0.0003	   200.9533	  0.16	  0.88	  100.00%	262144	   17.3523	 96.40%	      0.50%	  0.2721
    7	ffn_up_exps         	  40239.17	  0.0028	   163.5780	  0.15	  0.56	  100.00%	262144	   17.4380	 96.88%	      0.68%	  0.1236
    6	ffn_up_exps         	  39231.02	  0.0042	   351.8612	  0.15	  0.93	  100.00%	262144	   17.3163	 96.20%	      0.49%	  0.1651
    5	ffn_up_exps         	  32724.47	  0.0006	   277.7157	  0.12	  0.90	  100.00%	262144	   17.1038	 95.02%	      0.47%	  0.3052
    4	ffn_up_exps         	  30728.65	  0.0006	   103.1553	  0.12	  0.53	  100.00%	262144	   17.1170	 95.09%	      0.62%	  0.1047
    3	ffn_up_exps         	  29503.78	  0.0000	  2045.2504	  0.11	  5.07	  100.00%	262144	   15.4051	 85.58%	      0.07%	  0.0289
    1	ffn_up_exps         	  14058.81	  0.0005	    34.5980	  0.05	  0.31	  100.00%	262144	   16.4990	 91.66%	      0.60%	  0.4104
    0	ffn_up_exps         	   7365.84	  0.0001	     8.8726	  0.03	  0.17	  100.00%	262144	   15.8481	 88.05%	      0.97%	  0.0000

Computing weighted average statistics per layer (48 layers)

  Layer	     μΣ(Act²)	      μZD	μCosSim
================================================
    0	       6098.62	    1.6540%	0.0000
    1	      12853.60	    0.5330%	0.3454
    2	      55324.90	    0.0261%	0.0377
    3	      25117.41	    0.1033%	0.0364
    4	      25497.36	    1.1969%	0.0985
    5	      27200.73	    1.0407%	0.3144
    6	      32574.88	    0.9479%	0.1855
    7	      33440.60	    1.0007%	0.1378
    8	      34597.51	    1.0807%	0.2688
    9	      35243.34	    0.8153%	0.1929
   10	      34937.21	    0.8873%	0.3330
   11	      39321.41	    1.1114%	0.1794
   12	      37548.80	    1.6880%	0.2480
   13	      42547.53	    1.2369%	0.2534
   14	      42966.46	    1.3713%	0.2100
   15	      47848.01	    1.2076%	0.1872
   16	      50018.82	    1.0178%	0.2922
   17	      50587.84	    1.0752%	0.2883
   18	      65457.82	    0.7269%	0.2509
   19	      62717.12	    0.9887%	0.1220
   20	      60017.92	    1.2031%	0.1679
   21	      57299.91	    0.8447%	0.1684
   22	      62743.43	    0.7283%	0.3066
   23	      66150.26	    1.2470%	0.1645
   24	      65073.77	    1.7803%	0.3006
   25	      68836.45	    1.2484%	0.2272
   26	      68942.34	    1.2009%	0.1980
   27	      76386.00	    1.3732%	0.1915
   28	      78622.47	    1.3741%	0.3007
   29	      80673.37	    1.3640%	0.2910
   30	      97597.11	    0.7723%	0.1436
   31	      93160.73	    0.9189%	0.1505
   32	      89105.85	    0.8532%	0.1875
   33	      89991.20	    0.8409%	0.1921
   34	      99569.89	    0.9402%	0.3117
   35	     104823.49	    1.3147%	0.2137
   36	     102631.61	    1.4860%	0.2618
   37	     119578.63	    1.6356%	0.2837
   38	     123764.72	    1.9464%	0.2606
   39	     150321.22	    1.0767%	0.2462
   40	     175596.88	    1.7156%	0.2966
   41	     204552.70	    1.4170%	0.2895
   42	     245070.09	    1.1892%	0.2359
   43	     276549.41	    1.3929%	0.2314
   44	     297719.03	    1.4102%	0.2665
   45	     335537.56	    1.3702%	0.2253
   46	     385185.97	    1.0399%	0.1805
   47	     664886.88	    0.7086%	0.1997

