ggml_cuda_init: GGML_CUDA_FORCE_MMQ:    no
ggml_cuda_init: GGML_CUDA_FORCE_CUBLAS: no
ggml_cuda_init: found 8 CUDA devices:
  Device 0: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 1: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 2: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 3: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 4: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 5: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 6: NVIDIA L40S, compute capability 8.9, VMM: yes
  Device 7: NVIDIA L40S, compute capability 8.9, VMM: yes

Computing statistics for /shared/user68/workspace/bobchenyx/official/imatrix_ubergarm.gguf (384 tensors)

 Layer	       Tensor	          Σ(Act²)	  Min	            Max	           μ	   σ	 % Active	N	   Entropy	E (norm)	ZD	  CosSim
   32	ffn_up_exps         	 101266.88	  0.0155	   695.6860	  0.39	  2.31	  100.00%	262144	   17.2115	 95.62%	      0.55%	  0.2425
   29	ffn_up_exps         	  91470.73	  0.0191	   365.4971	  0.35	  1.58	  100.00%	262144	   17.1650	 95.36%	      0.79%	  0.3147
   28	ffn_up_exps         	  89634.03	  0.0114	   459.5984	  0.34	  1.90	  100.00%	262144	   17.1350	 95.19%	      0.63%	  0.3019
   27	ffn_up_exps         	  85589.98	  0.0111	  1639.7485	  0.33	  3.67	  100.00%	262144	   17.0039	 94.47%	      0.33%	  0.2544
   26	ffn_up_exps         	  78785.66	  0.0192	  2276.7202	  0.30	  6.01	  100.00%	262144	   16.6619	 92.57%	      0.19%	  0.2485
   25	ffn_up_exps         	  77902.86	  0.0361	   447.9771	  0.30	  1.34	  100.00%	262144	   17.2620	 95.90%	      0.78%	  0.2448
   18	ffn_up_exps         	  74192.20	  0.0209	   421.8075	  0.28	  1.24	  100.00%	262144	   17.3665	 96.48%	      0.75%	  0.2449
   24	ffn_up_exps         	  73205.97	  0.0547	   231.2041	  0.28	  1.09	  100.00%	262144	   17.3854	 96.59%	      0.80%	  0.2879
   23	ffn_up_exps         	  72778.74	  0.0496	   592.8560	  0.28	  1.69	  100.00%	262144	   17.3173	 96.21%	      0.58%	  0.1815
   19	ffn_up_exps         	  71144.27	  0.0076	   468.3491	  0.27	  1.26	  100.00%	262144	   17.3740	 96.52%	      0.71%	  0.2488
   22	ffn_up_exps         	  68464.53	  0.0262	  1412.6735	  0.26	  3.04	  100.00%	262144	   17.1497	 95.28%	      0.32%	  0.2905
   20	ffn_up_exps         	  66952.17	  0.0084	   330.3265	  0.26	  1.19	  100.00%	262144	   17.3988	 96.66%	      0.65%	  0.2049
   21	ffn_up_exps         	  64463.30	  0.0114	   313.2654	  0.25	  1.12	  100.00%	262144	   17.4246	 96.80%	      0.61%	  0.2919
   17	ffn_up_exps         	  57654.75	  0.0050	   419.0549	  0.22	  1.43	  100.00%	262144	   17.2547	 95.86%	      0.52%	  0.2821
   16	ffn_up_exps         	  57265.79	  0.0043	   804.6635	  0.22	  1.96	  100.00%	262144	   17.2001	 95.56%	      0.36%	  0.2743
   15	ffn_up_exps         	  54392.94	  0.0045	   817.3429	  0.21	  2.06	  100.00%	262144	   17.1663	 95.37%	      0.33%	  0.2351
   14	ffn_up_exps         	  50895.98	  0.0054	  1864.8400	  0.19	  3.75	  100.00%	262144	   16.9058	 93.92%	      0.19%	  0.2770
   13	ffn_up_exps         	  49518.78	  0.0139	   288.2921	  0.19	  1.09	  100.00%	262144	   17.1461	 95.26%	      0.66%	  0.2682
   11	ffn_up_exps         	  43224.66	  0.0103	  1012.2432	  0.16	  2.77	  100.00%	262144	   16.8037	 93.35%	      0.22%	  0.2485
   12	ffn_up_exps         	  42896.83	  0.0094	   284.0481	  0.16	  0.86	  100.00%	262144	   17.2886	 96.05%	      0.63%	  0.2652
    9	ffn_up_exps         	  40513.11	  0.0024	   518.8544	  0.15	  1.42	  100.00%	262144	   17.1524	 95.29%	      0.38%	  0.2146
   10	ffn_up_exps         	  39727.13	  0.0037	   539.6807	  0.15	  1.38	  100.00%	262144	   17.1438	 95.24%	      0.41%	  0.3197
    8	ffn_up_exps         	  39575.64	  0.0003	   202.2097	  0.15	  0.90	  100.00%	262144	   17.2871	 96.04%	      0.50%	  0.2801
    7	ffn_up_exps         	  38341.48	  0.0030	   231.0223	  0.15	  0.63	  100.00%	262144	   17.3697	 96.50%	      0.65%	  0.2091
    6	ffn_up_exps         	  38172.30	  0.0049	   755.9384	  0.15	  1.66	  100.00%	262144	   17.0887	 94.94%	      0.32%	  0.2587
    2	ffn_up_exps         	  31907.65	  0.0002	  6400.5166	  0.12	 13.23	  100.00%	262144	   11.8230	 65.68%	      0.02%	  0.0562
    5	ffn_up_exps         	  31678.54	  0.0008	   185.3778	  0.12	  0.73	  100.00%	262144	   17.0585	 94.77%	      0.54%	  0.3918
    4	ffn_up_exps         	  29749.69	  0.0006	   124.1762	  0.11	  0.55	  100.00%	262144	   17.0498	 94.72%	      0.61%	  0.1845
    3	ffn_up_exps         	  28550.76	  0.0000	   857.5189	  0.11	  3.29	  100.00%	262144	   15.3735	 85.41%	      0.14%	  0.1022
    1	ffn_up_exps         	  13572.31	  0.0005	    35.1325	  0.05	  0.31	  100.00%	262144	   16.4259	 91.25%	      0.61%	  0.4601
    0	ffn_up_exps         	   7365.84	  0.0001	     8.8726	  0.03	  0.17	  100.00%	262144	   15.8481	 88.05%	      0.97%	  0.0000

Computing weighted average statistics per layer (48 layers)

  Layer	     μΣ(Act²)	      μZD	μCosSim
================================================
    0	       6098.62	    1.6540%	0.0000
    1	      11580.93	    0.5475%	0.3865
    2	      33523.19	    0.0362%	0.0537
    3	      24011.89	    0.1619%	0.0969
    4	      24686.67	    1.2046%	0.1645
    5	      26302.39	    1.2640%	0.3949
    6	      31671.19	    0.8561%	0.2793
    7	      31831.60	    1.0167%	0.2231
    8	      32872.34	    1.0810%	0.2842
    9	      33647.50	    0.9633%	0.2330
   10	      32996.82	    1.2262%	0.3296
   11	      35900.48	    1.4496%	0.2826
   12	      35627.92	    1.6646%	0.2990
   13	      41166.59	    1.4878%	0.2947
   14	      42295.42	    1.1695%	0.3053
   15	      45205.18	    1.4363%	0.2723
   16	      47605.66	    0.9596%	0.2996
   17	      47908.50	    1.3623%	0.3046
   18	      61691.12	    1.0662%	0.2518
   19	      59190.73	    0.9016%	0.2428
   20	      55731.16	    1.2054%	0.2112
   21	      53655.03	    1.1963%	0.2887
   22	      57024.24	    1.1221%	0.2977
   23	      60615.56	    1.6356%	0.2278
   24	      60982.43	    1.7778%	0.3176
   25	      64979.34	    1.5616%	0.2585
   26	      65663.16	    1.3196%	0.2640
   27	      71357.46	    1.5245%	0.2874
   28	      74737.94	    1.3592%	0.3242
   29	      76226.40	    1.6832%	0.3266
   30	      93018.28	    0.9922%	0.2338
   31	      88718.61	    1.0492%	0.2310
   32	      84520.76	    0.8055%	0.2406
   33	      85764.34	    1.0386%	0.2412
   34	      93225.51	    1.4688%	0.3363
   35	      97885.98	    1.4560%	0.3010
   36	      98245.05	    1.4658%	0.3503
   37	     115823.87	    1.3042%	0.3286
   38	     119462.08	    1.7884%	0.3605
   39	     141957.83	    1.2661%	0.3430
   40	     168875.95	    1.6576%	0.3739
   41	     196522.73	    1.6557%	0.3347
   42	     235109.34	    1.4504%	0.2890
   43	     262873.41	    1.4384%	0.3294
   44	     286325.44	    1.3812%	0.3216
   45	     320658.28	    1.4910%	0.2974
   46	     366078.88	    1.0980%	0.2977
   47	     608497.25	    0.7540%	0.2406

